order_id,user_id,product_id,category,product_name,base_price,price,amount,quantity,region,priority,status,order_date
502,1132.0,P2505,Clothing,Jacket,4459.16,4459.16,17836.64,4,West,Low,Pending,2025-04-30
503,1423.0,P2562,Electronics,Tablet,3985.23,3985.23,11955.69,3,East,High,Processing,2025-09-07
504,1451.0,P7824,Electronics,Laptop,4617.17,4617.17,27703.02,6,North,High,Completed,2025-06-28
505,1277.0,P6354,Groceries,Rice,1593.44,1593.44,1593.44,1,South,High,Completed,2025-06-13
506,1047.0,P5747,Groceries,Eggs,3788.92,3788.92,37889.2,10,West,High,Pending,2025-09-16
507,1205.0,P7529,Clothing,T-Shirt,2431.69,2431.69,2431.69,1,West,Low,Pending,2025-10-08
508,1334.0,P9589,Furniture,Desk,2840.55,2840.55,22724.4,8,South,High,Completed,2025-07-22
509,1058.0,P7939,Clothing,Shoes,1684.72,1684.72,16847.2,10,East,Medium,Pending,2025-02-15
510,1087.0,P8245,Clothing,Jacket,3010.0,3010.0,3010.0,1,South,Medium,Completed,2025-06-06
511,1058.0,P4982,Furniture,Table,3458.26,3458.26,10374.78,3,South,Medium,Completed,2025-02-13
512,1170.0,P9814,Clothing,T-Shirt,1595.08,1595.08,12760.64,8,South,High,Cancelled,2025-01-12
513,1358.0,P7170,Sports,Yoga Mat,3152.91,3152.91,9458.73,3,North,Medium,Pending,2025-12-22
514,1028.0,P1136,Electronics,Tablet,1083.41,1083.41,10834.1,10,North,Medium,Cancelled,2025-05-19
515,1195.0,P2631,Clothing,T-Shirt,193.48,193.48,1354.36,7,East,Medium,Completed,2025-04-29
516,1475.0,P1651,Furniture,Table,2553.19,2553.19,20425.52,8,South,Low,Cancelled,2025-10-15
517,1178.0,P6822,Clothing,Shoes,2027.66,2027.66,6082.98,3,East,High,Cancelled,2025-01-10
518,1486.0,P3485,Electronics,Tablet,4405.52,4405.52,4405.52,1,East,Medium,Pending,2025-10-12
519,1352.0,P4938,Electronics,Headphones,2651.52,2651.52,26515.2,10,South,Medium,Cancelled,2025-11-17
520,1335.0,P9869,Sports,Tennis Racket,2300.93,2300.93,6902.79,3,South,High,Cancelled,2025-04-16
521,1478.0,P3589,Sports,Cricket Bat,2207.32,2207.32,6621.96,3,East,High,Completed,2025-12-02
522,1392.0,P7783,Furniture,Sofa,4213.66,4213.66,12640.98,3,West,Medium,Processing,2025-01-16
523,,P5372,Clothing,Jeans,3917.63,3917.63,7835.26,2,South,Low,Pending,2025-03-09
524,1258.0,P8680,Furniture,Chair,1860.38,1860.38,14883.04,8,East,High,Processing,2025-03-10
525,1017.0,P1245,Groceries,Eggs,773.81,773.81,3095.24,4,East,Medium,Pending,2025-04-26
526,1251.0,P8496,Furniture,Table,424.07,424.07,3392.56,8,South,Medium,Processing,2025-11-12
527,1202.0,P9784,Electronics,Monitor,3703.13,3703.13,25921.91,7,North,Low,Completed,2025-06-10
528,1266.0,P1643,Groceries,Eggs,4152.35,4152.35,4152.35,1,West,Low,Completed,2025-05-06
529,1237.0,P5823,Furniture,Sofa,2253.81,2253.81,11269.05,5,North,Low,Pending,2025-05-27
530,1093.0,P9952,Groceries,Eggs,543.16,543.16,4888.44,9,South,Medium,Processing,2025-02-27
531,1460.0,P4308,Clothing,Shoes,222.07,222.07,1776.56,8,West,High,Cancelled,2025-10-30
532,1059.0,P6946,Clothing,Jeans,3620.04,3620.04,7240.08,2,North,Low,Processing,2025-02-16
533,1195.0,P3799,Sports,Dumbbells,4753.79,4753.79,33276.53,7,East,Low,Pending,2025-10-09
534,1158.0,P8311,Furniture,Table,976.45,976.45,976.45,1,East,Low,Pending,2025-08-03
535,1392.0,P8514,Electronics,Smartphone,4806.13,4806.13,4806.13,1,West,Medium,Completed,2025-11-15
536,1244.0,P8239,Sports,Yoga Mat,1265.6,1265.6,12656.0,10,North,Low,Completed,2025-12-04
537,1026.0,P1902,Furniture,Wardrobe,1462.75,1462.75,13164.75,9,East,High,Pending,2025-04-17
538,1472.0,P2784,Electronics,Monitor,4206.27,4206.27,21031.35,5,West,High,Pending,2025-06-19
539,1404.0,P8460,Clothing,Hoodie,3338.53,3338.53,33385.3,10,East,High,Completed,2025-10-21
540,1389.0,P2063,Clothing,Jacket,1905.99,1905.99,13341.93,7,East,Medium,Pending,2025-02-04
541,1108.0,P1953,Electronics,Tablet,1713.12,1713.12,11991.84,7,North,Low,Completed,2025-09-26
542,1312.0,P5254,Groceries,Oil,4676.07,4676.07,23380.35,5,East,High,Processing,2025-08-07
543,1120.0,P4171,Sports,Yoga Mat,2513.27,2513.27,7539.81,3,North,High,Completed,2025-11-09
544,1213.0,P6468,Groceries,Rice,3713.6,3713.6,14854.4,4,East,Low,Pending,2025-11-12
545,1158.0,P6307,Electronics,Smartphone,3481.08,3481.08,17405.4,5,North,High,Cancelled,2025-02-04
546,1427.0,P6415,Clothing,Shoes,3649.54,3649.54,36495.4,10,East,Low,Processing,2025-01-15
547,1322.0,P9797,Groceries,Rice,3263.7,3263.7,26109.6,8,East,Medium,Processing,2025-03-21
548,,P6434,Electronics,Monitor,1566.78,1566.78,9400.68,6,East,High,Pending,2025-10-12
549,1274.0,P7382,Clothing,T-Shirt,1761.85,1761.85,12332.95,7,South,Low,Completed,2025-11-17
550,1045.0,P4893,Clothing,Jacket,3578.22,3578.22,17891.1,5,East,Medium,Cancelled,2025-07-31
551,1402.0,P4311,Furniture,Wardrobe,1581.36,1581.36,3162.72,2,North,Medium,Completed,2025-07-11
552,1376.0,P6084,Groceries,Oil,854.98,854.98,5129.88,6,East,High,Completed,2025-09-05
553,1199.0,P9558,Sports,Cricket Bat,1105.42,1105.42,1105.42,1,North,High,Cancelled,2025-08-24
554,1456.0,P9529,Electronics,Monitor,4372.19,4372.19,26233.14,6,East,High,Cancelled,2025-08-28
555,1273.0,P8227,Furniture,Sofa,1082.72,1082.72,5413.6,5,North,Medium,Pending,2025-05-22
556,1264.0,P9888,Furniture,Sofa,660.86,660.86,6608.6,10,East,Low,Cancelled,2025-10-14
557,1126.0,P6101,Clothing,Jeans,4722.06,4722.06,23610.3,5,East,Low,Processing,2025-10-21
558,1197.0,P7987,Electronics,Smartphone,242.06,242.06,242.06,1,West,High,Processing,2025-02-24
559,1389.0,P9740,Sports,Tennis Racket,1630.96,1630.96,6523.84,4,North,Medium,Pending,2026-01-01
560,1330.0,P8625,Electronics,Headphones,576.59,576.59,2882.95,5,West,High,Pending,2025-12-17
561,1094.0,P6412,Furniture,Wardrobe,1364.46,1364.46,8186.76,6,East,Medium,Processing,2025-07-20
562,1237.0,P5624,Electronics,Laptop,2429.14,2429.14,14574.84,6,East,Low,Pending,2025-09-03
563,1285.0,P5949,Sports,Football,2087.86,2087.86,4175.72,2,West,Medium,Processing,2025-06-16
564,1197.0,P4411,Furniture,Wardrobe,1294.09,1294.09,3882.27,3,West,Medium,Cancelled,2025-09-04
565,1294.0,P2873,Sports,Cricket Bat,948.12,948.12,1896.24,2,West,Medium,Completed,2025-12-31
566,1307.0,P7208,Groceries,Milk,1609.38,1609.38,11265.66,7,East,Medium,Completed,2025-02-05
567,,P3403,Electronics,Smartphone,4103.46,4103.46,41034.6,10,South,Medium,Cancelled,2025-11-22
568,1349.0,P5910,Groceries,Oil,2931.86,2931.86,11727.44,4,East,Medium,Cancelled,2025-04-16
569,1434.0,P5819,Electronics,Monitor,139.78,139.78,1258.02,9,North,Medium,Completed,2025-07-26
570,1441.0,P1510,Electronics,Monitor,4121.69,4121.69,24730.14,6,South,Medium,Processing,2025-02-26
571,1109.0,P8780,Clothing,Shoes,2089.56,2089.56,14626.92,7,South,High,Processing,2025-10-07
572,1006.0,P1257,Clothing,Shoes,855.91,855.91,2567.73,3,South,Low,Processing,2025-03-10
573,1458.0,P7974,Groceries,Milk,514.85,514.85,3603.95,7,South,Medium,Processing,2025-08-22
574,1218.0,P9161,Sports,Yoga Mat,1985.1,1985.1,7940.4,4,South,Low,Cancelled,2025-04-06
575,1291.0,P7038,Groceries,Oil,2924.13,2924.13,2924.13,1,North,Low,Processing,2025-01-20
576,1239.0,P9574,Electronics,Smartphone,3677.91,3677.91,33101.19,9,North,High,Processing,2025-05-24
577,1028.0,P9765,Electronics,Monitor,4010.68,4010.68,20053.4,5,North,Medium,Processing,2025-11-10
578,1181.0,P5827,Sports,Yoga Mat,2912.43,2912.43,17474.58,6,East,High,Completed,2025-08-04
579,1032.0,P3770,Sports,Tennis Racket,3662.16,3662.16,36621.6,10,North,Low,Cancelled,2025-05-14
580,1259.0,P5552,Sports,Football,1505.4,1505.4,3010.8,2,East,High,Cancelled,2025-03-06
581,1090.0,P3476,Clothing,Jacket,169.59,169.59,339.18,2,West,Medium,Pending,2025-11-06
582,1176.0,P3376,Clothing,Jeans,2476.1,2476.1,22284.9,9,South,Medium,Processing,2025-01-17
583,1296.0,P6653,Groceries,Milk,3337.27,3337.27,10011.81,3,North,Low,Cancelled,2025-04-18
584,1155.0,P9724,Electronics,Laptop,921.24,921.24,6448.68,7,South,Medium,Processing,2025-09-01
585,1148.0,P8353,Groceries,Bread,811.23,811.23,5678.61,7,West,Low,Cancelled,2025-01-07
586,1182.0,P8074,Sports,Football,577.09,577.09,5193.81,9,East,Medium,Cancelled,2025-11-23
587,1237.0,P4961,Clothing,T-Shirt,1351.19,1351.19,13511.9,10,South,Low,Cancelled,2025-07-20
588,1007.0,P9605,Furniture,Sofa,2783.3,2783.3,2783.3,1,North,Low,Processing,2025-02-04
589,,P2506,Clothing,Jeans,3653.73,3653.73,18268.65,5,North,Low,Pending,2025-04-09
590,1439.0,P7159,Sports,Football,3569.57,3569.57,7139.14,2,South,High,Pending,2025-02-14
591,1233.0,P5528,Clothing,Jacket,2388.08,2388.08,4776.16,2,West,Low,Cancelled,2025-11-24
592,1196.0,P1984,Clothing,Jeans,3925.58,3925.58,19627.9,5,East,Medium,Pending,2025-02-01
593,1202.0,P9061,Groceries,Rice,2509.44,2509.44,10037.76,4,North,High,Processing,2025-11-09
594,1053.0,P2153,Furniture,Wardrobe,3252.36,3252.36,26018.88,8,East,Medium,Completed,2025-05-13
595,1341.0,P3483,Groceries,Milk,3299.04,3299.04,3299.04,1,East,Medium,Completed,2025-01-20
596,1277.0,P7298,Sports,Yoga Mat,2442.88,2442.88,17100.16,7,West,High,Cancelled,2025-02-05
597,1274.0,P6571,Clothing,Jacket,2063.01,2063.01,4126.02,2,North,Medium,Cancelled,2025-07-07
598,1098.0,P7391,Furniture,Table,2816.93,2816.93,19718.51,7,North,Low,Cancelled,2025-12-05
599,1072.0,P1415,Groceries,Rice,4437.55,4437.55,35500.4,8,South,Medium,Processing,2025-04-08
600,1495.0,P8361,Electronics,Monitor,3252.7,3252.7,26021.6,8,North,High,Cancelled,2025-10-01
601,1061.0,P9570,Electronics,Tablet,3960.11,3960.11,3960.11,1,West,Low,Pending,2025-07-27
602,1251.0,P8720,Sports,Cricket Bat,4631.6,4631.6,4631.6,1,North,High,Pending,2025-03-14
603,1234.0,P2047,Electronics,Smartphone,3200.04,3200.04,16000.2,5,North,High,Processing,2025-02-19
604,1173.0,P7586,Sports,Dumbbells,1180.81,1180.81,4723.24,4,East,High,Pending,2025-08-07
605,1172.0,P5487,Clothing,Jeans,3844.72,3844.72,38447.2,10,South,Medium,Pending,2025-03-30
606,1021.0,P7162,Clothing,Hoodie,908.53,908.53,3634.12,4,South,High,Processing,2025-10-25
607,1334.0,P5648,Electronics,Laptop,135.4,135.4,270.8,2,West,Low,Processing,2025-12-28
608,1231.0,P3859,Furniture,Table,801.13,801.13,4005.65,5,North,Low,Pending,2025-09-25
609,,P4860,Groceries,Oil,4756.46,4756.46,23782.3,5,South,High,Completed,2025-06-28
610,1113.0,P4409,Sports,Tennis Racket,4327.38,4327.38,38946.42,9,East,High,Pending,2025-09-17
611,1091.0,P1706,Electronics,Smartphone,3457.69,3457.69,27661.52,8,North,Low,Cancelled,2025-09-12
612,1413.0,P8424,Clothing,Jeans,2229.89,2229.89,13379.34,6,North,High,Completed,2025-11-12
613,1264.0,P4855,Sports,Cricket Bat,874.42,874.42,874.42,1,West,Low,Cancelled,2025-09-06
614,1399.0,P4731,Groceries,Milk,3760.73,3760.73,22564.38,6,North,High,Processing,2025-04-28
615,1300.0,P8141,Furniture,Desk,4467.69,4467.69,8935.38,2,South,High,Processing,2025-08-30
616,1324.0,P5418,Furniture,Desk,1930.08,1930.08,15440.64,8,South,Medium,Pending,2025-04-10
617,1437.0,P7852,Electronics,Monitor,392.29,392.29,1176.87,3,South,Medium,Pending,2025-02-26
618,1296.0,P4763,Clothing,Hoodie,868.26,868.26,8682.6,10,North,Medium,Processing,2025-03-29
619,1008.0,P5041,Furniture,Wardrobe,2420.1,2420.1,19360.8,8,South,Medium,Processing,2025-05-23
620,1468.0,P1083,Sports,Cricket Bat,4469.93,4469.93,44699.3,10,West,High,Completed,2025-03-18
621,1246.0,P2605,Groceries,Oil,264.74,264.74,2382.66,9,West,Medium,Pending,2025-07-21
622,1068.0,P4916,Electronics,Monitor,3790.09,3790.09,26530.63,7,North,High,Processing,2025-04-22
623,1013.0,P8598,Clothing,Jeans,3546.19,3546.19,35461.9,10,South,Low,Processing,2025-10-26
624,1037.0,P6454,Furniture,Sofa,3171.37,3171.37,3171.37,1,North,Medium,Processing,2025-11-18
625,1042.0,P6500,Clothing,Hoodie,2757.93,2757.93,11031.72,4,North,Low,Cancelled,2025-12-17
626,1021.0,P3871,Electronics,Laptop,1976.48,1976.48,15811.84,8,North,Low,Pending,2025-11-13
627,1245.0,P4437,Furniture,Sofa,1269.3,1269.3,2538.6,2,South,Medium,Cancelled,2025-11-29
628,1033.0,P8412,Clothing,Hoodie,3433.11,3433.11,17165.55,5,West,Low,Completed,2025-01-28
629,1232.0,P2075,Groceries,Oil,3423.71,3423.71,30813.39,9,South,Medium,Completed,2025-05-30
630,1056.0,P2835,Electronics,Headphones,4499.93,4499.93,22499.65,5,South,Medium,Pending,2025-02-09
631,1214.0,P9870,Furniture,Wardrobe,4765.31,4765.31,4765.31,1,South,Medium,Cancelled,2025-05-31
632,1097.0,P4806,Groceries,Eggs,3714.78,3714.78,3714.78,1,East,Medium,Cancelled,2025-05-30
633,1228.0,P3161,Clothing,Shoes,3007.45,3007.45,27067.05,9,East,High,Cancelled,2025-10-08
634,1076.0,P8469,Furniture,Desk,1922.32,1922.32,9611.6,5,South,Low,Pending,2025-01-25
635,1355.0,P3514,Sports,Tennis Racket,993.17,993.17,2979.51,3,South,High,Completed,2025-12-29
636,1190.0,P1568,Electronics,Tablet,2915.17,2915.17,23321.36,8,East,Medium,Pending,2025-05-14
637,1155.0,P1408,Clothing,Shoes,2745.35,2745.35,8236.05,3,West,Medium,Pending,2025-10-01
638,1170.0,P5842,Groceries,Bread,864.66,864.66,7781.94,9,West,Medium,Pending,2025-09-17
639,1461.0,P2914,Sports,Yoga Mat,1759.55,1759.55,3519.1,2,East,High,Processing,2025-09-03
640,1029.0,P4197,Sports,Cricket Bat,2285.27,2285.27,4570.54,2,South,Medium,Pending,2025-06-17
641,1344.0,P9385,Electronics,Laptop,2738.22,2738.22,21905.76,8,West,High,Processing,2025-12-13
642,1185.0,P8006,Clothing,Hoodie,3064.88,3064.88,3064.88,1,East,Medium,Cancelled,2025-12-08
643,1448.0,P4533,Electronics,Tablet,1790.11,1790.11,8950.55,5,West,Low,Processing,2025-08-17
644,1072.0,P2410,Groceries,Bread,902.57,902.57,6317.99,7,South,High,Cancelled,2025-08-01
645,1388.0,P1108,Groceries,Oil,4934.53,4934.53,9869.06,2,West,Low,Cancelled,2025-10-30
646,1103.0,P7254,Groceries,Milk,2823.49,2823.49,28234.9,10,East,Low,Processing,2025-03-12
647,1287.0,P4678,Electronics,Tablet,4189.47,4189.47,20947.35,5,North,High,Pending,2025-09-10
648,1335.0,P5713,Clothing,Jacket,4784.53,4784.53,38276.24,8,West,High,Processing,2025-03-05
649,1497.0,P6927,Furniture,Chair,684.84,684.84,3424.2,5,West,Low,Processing,2025-09-10
650,1263.0,P1287,Clothing,Shoes,4873.87,4873.87,9747.74,2,East,High,Completed,2025-07-11
651,1084.0,P6917,Furniture,Sofa,2359.12,2359.12,7077.36,3,West,Low,Cancelled,2025-07-02
652,1100.0,P4002,Electronics,Tablet,1529.15,1529.15,3058.3,2,North,Low,Pending,2025-09-21
653,1351.0,P6939,Sports,Tennis Racket,4374.97,4374.97,21874.85,5,North,Low,Cancelled,2025-05-19
654,1399.0,P6575,Furniture,Chair,771.05,771.05,3855.25,5,South,High,Pending,2025-07-10
655,1315.0,P9612,Furniture,Wardrobe,1183.46,1183.46,4733.84,4,North,Medium,Processing,2025-10-14
656,1179.0,P6940,Electronics,Laptop,4112.34,4112.34,4112.34,1,South,Medium,Cancelled,2025-09-03
657,1066.0,P3332,Furniture,Sofa,240.92,240.92,481.84,2,South,Medium,Pending,2025-04-24
658,1391.0,P2273,Furniture,Table,4907.44,4907.44,34352.08,7,North,Medium,Processing,2025-12-20
659,1031.0,P5145,Electronics,Smartphone,628.31,628.31,5654.79,9,North,High,Cancelled,2025-10-31
660,1301.0,P4027,Electronics,Laptop,3933.62,3933.62,39336.2,10,East,High,Completed,2025-04-16
661,1083.0,P4962,Furniture,Sofa,4749.08,4749.08,28494.48,6,North,High,Completed,2025-06-30
662,1462.0,P1070,Sports,Cricket Bat,3607.48,3607.48,18037.4,5,North,High,Processing,2025-03-29
663,1428.0,P7219,Clothing,Hoodie,1007.12,1007.12,2014.24,2,West,High,Pending,2025-04-03
664,1239.0,P3226,Groceries,Rice,3830.91,3830.91,22985.46,6,West,Medium,Cancelled,2025-03-05
665,1198.0,P6111,Sports,Football,503.01,503.01,4024.08,8,West,High,Processing,2025-03-01
666,1481.0,P3937,Clothing,Shoes,1025.05,1025.05,2050.1,2,North,Low,Processing,2025-09-01
667,1074.0,P2666,Electronics,Headphones,2246.49,2246.49,4492.98,2,,High,Cancelled,2025-03-03
668,1120.0,P9177,Furniture,Sofa,1081.29,1081.29,7569.03,7,East,Low,Cancelled,2025-03-04
669,1249.0,P3414,Groceries,Bread,2431.55,2431.55,24315.5,10,West,High,Completed,2025-07-27
670,1051.0,P2117,Clothing,Shoes,2536.64,2536.64,7609.92,3,West,Low,Completed,2025-01-16
671,1156.0,P2578,Furniture,Desk,3062.46,3062.46,18374.76,6,North,Low,Processing,2025-03-20
672,1259.0,P6629,Groceries,Milk,1538.46,1538.46,12307.68,8,North,High,Processing,2025-09-09
673,1236.0,P3897,Electronics,Headphones,2305.57,2305.57,16138.99,7,East,Low,Pending,2025-08-15
674,1392.0,P9037,Groceries,Eggs,758.99,758.99,5312.93,7,West,Medium,Pending,2025-09-07
675,1498.0,P6779,Sports,Football,2017.79,2017.79,16142.32,8,East,Medium,Completed,2025-10-30
676,1415.0,P1440,Electronics,Monitor,321.08,321.08,1926.48,6,East,Medium,Completed,2025-06-28
677,1029.0,P5056,Groceries,Bread,4960.53,4960.53,34723.71,7,South,Low,Cancelled,2025-06-29
678,1059.0,P1322,Sports,Football,4560.91,4560.91,9121.82,2,East,High,Processing,2025-06-06
679,1011.0,P1364,Groceries,Oil,2622.32,2622.32,18356.24,7,East,Medium,Processing,2025-05-17
680,1354.0,P6504,Clothing,Hoodie,578.86,578.86,4630.88,8,West,Low,Cancelled,2025-02-21
681,1255.0,P2234,Furniture,Wardrobe,1567.65,1567.65,10973.55,7,South,Medium,Cancelled,2025-04-14
682,1320.0,P2506,Electronics,Tablet,4981.52,4981.52,34870.64,7,North,Low,Cancelled,2025-04-26
683,1219.0,P2256,Clothing,T-Shirt,2875.5,2875.5,25879.5,9,East,Low,Cancelled,2025-09-01
684,1129.0,P8425,Groceries,Oil,1635.43,1635.43,11448.01,7,South,High,Pending,2025-07-25
685,1480.0,P8106,Sports,Yoga Mat,1143.47,1143.47,9147.76,8,North,Low,Pending,2025-05-18
686,1392.0,P8133,Clothing,Shoes,823.94,823.94,2471.82,3,West,Medium,Completed,2025-12-17
687,1083.0,P4868,Furniture,Desk,1407.98,1407.98,7039.9,5,West,High,Completed,2025-11-27
688,1249.0,P8145,Furniture,Table,235.75,235.75,1178.75,5,West,Low,Completed,2025-08-26
689,1405.0,P3883,Furniture,Table,1436.29,1436.29,1436.29,1,North,Low,Processing,2025-05-13
690,1309.0,P2041,Electronics,Laptop,4311.96,4311.96,8623.92,2,West,Medium,Completed,2025-06-10
691,1478.0,P9605,Groceries,Milk,1256.6,1256.6,12566.0,10,East,Medium,Completed,2025-09-14
692,1427.0,P7388,Furniture,Wardrobe,699.16,699.16,4194.96,6,South,Medium,Pending,2025-06-18
693,1210.0,P1916,Furniture,Chair,958.26,958.26,4791.3,5,West,Low,Cancelled,2025-08-14
694,1127.0,P3374,Electronics,Tablet,2774.15,2774.15,22193.2,8,East,Medium,Cancelled,2025-12-16
695,1431.0,P1895,Clothing,T-Shirt,3262.45,3262.45,32624.5,10,South,Medium,Processing,2025-01-18
696,1444.0,P8248,Clothing,Jacket,4525.47,4525.47,9050.94,2,West,High,Processing,2025-10-01
697,1108.0,P3625,Clothing,Jacket,542.23,542.23,2168.92,4,West,Low,Cancelled,2025-06-02
698,1242.0,P6451,Groceries,Rice,1442.78,1442.78,2885.56,2,West,High,Pending,2025-09-09
699,1374.0,P6353,Clothing,Hoodie,425.2,425.2,2976.4,7,West,Low,Completed,2025-11-05
700,1206.0,P6006,Electronics,Smartphone,3187.77,3187.77,9563.31,3,East,Low,Completed,2025-01-02
701,1352.0,P6233,Electronics,Smartphone,1323.06,1323.06,3969.18,3,West,Medium,Pending,2025-11-01
702,1102.0,P7022,Clothing,Jeans,3468.59,3468.59,20811.54,6,South,Medium,Processing,2025-05-25
703,1332.0,P4747,Sports,Cricket Bat,201.6,201.6,201.6,1,North,Medium,Pending,2025-10-13
704,1308.0,P2459,Clothing,Jeans,343.94,343.94,3439.4,10,East,High,Completed,2025-08-08
705,1254.0,P4328,Electronics,Monitor,2232.28,2232.28,17858.24,8,South,Medium,Cancelled,2025-12-11
706,1111.0,P5636,Groceries,Eggs,737.98,737.98,2951.92,4,South,Medium,Pending,2025-11-04
707,1317.0,P5068,Groceries,Milk,240.99,240.99,1204.95,5,East,Low,Processing,2025-05-01
708,1204.0,P7283,Electronics,Laptop,2397.52,2397.52,14385.12,6,West,Low,Cancelled,2025-12-21
709,1477.0,P6804,Electronics,Laptop,2829.3,2829.3,2829.3,1,North,High,Cancelled,2025-06-20
710,1190.0,P1673,Sports,Dumbbells,1966.59,1966.59,13766.13,7,South,Medium,Pending,2025-12-10
711,1046.0,P9690,Sports,Yoga Mat,4658.6,4658.6,37268.8,8,West,High,Cancelled,2025-03-09
712,1447.0,P5603,Electronics,Tablet,316.39,316.39,949.17,3,East,Medium,Cancelled,2025-09-13
713,1161.0,P3703,Clothing,Hoodie,4164.99,4164.99,20824.95,5,East,Low,Processing,2025-09-22
714,1097.0,P4766,Furniture,Wardrobe,4279.86,4279.86,34238.88,8,South,High,Processing,2025-01-28
715,1459.0,P1668,Clothing,Jeans,3559.22,3559.22,24914.54,7,West,Medium,Processing,2025-03-01
716,1179.0,P5654,Groceries,Eggs,651.21,651.21,1953.63,3,South,High,,2025-03-05
717,1393.0,P7822,Sports,Dumbbells,1140.74,1140.74,1140.74,1,North,High,Processing,2025-09-27
718,1192.0,P2737,Electronics,Tablet,227.21,227.21,454.42,2,East,High,Completed,2025-07-21
719,1322.0,P1095,Electronics,Headphones,4170.43,4170.43,33363.44,8,East,High,Processing,2025-08-21
720,1145.0,P1909,Clothing,Hoodie,733.67,733.67,733.67,1,North,Low,Processing,2025-11-26
721,,P4411,Electronics,Headphones,1350.3,1350.3,5401.2,4,South,Medium,Processing,2025-07-24
722,1377.0,P6080,Clothing,Jeans,690.95,690.95,5527.6,8,South,Medium,Completed,2025-08-10
723,1244.0,P7931,Clothing,Hoodie,1079.37,1079.37,8634.96,8,North,Medium,Cancelled,2025-07-18
724,1021.0,P8594,Sports,Cricket Bat,2227.12,2227.12,15589.84,7,South,Low,Pending,2025-02-17
725,1149.0,P2297,Groceries,Oil,3184.84,3184.84,28663.56,9,West,Medium,Pending,2025-02-12
726,1152.0,P2253,Furniture,Sofa,4223.54,4223.54,38011.86,9,North,Low,Completed,2025-08-07
727,1369.0,P5151,Sports,Yoga Mat,2123.8,2123.8,16990.4,8,East,Medium,Completed,2025-12-05
728,1403.0,P7438,Sports,Football,658.28,658.28,5266.24,8,North,High,Processing,2025-04-02
729,1231.0,P5342,Clothing,Jacket,2977.32,2977.32,23818.56,8,East,High,Pending,2025-12-10
730,1447.0,P8107,Furniture,Chair,3760.44,3760.44,37604.4,10,North,High,Processing,2025-05-13
731,1355.0,P8974,Electronics,Laptop,941.5,941.5,7532.0,8,East,Low,Cancelled,2025-08-24
732,1098.0,P1260,Groceries,Bread,529.41,529.41,1588.23,3,South,High,Pending,2025-01-08
733,1440.0,P4127,Groceries,Milk,3283.73,3283.73,22986.11,7,North,Medium,Processing,2025-11-17
734,1463.0,P8295,Furniture,Desk,2167.21,2167.21,4334.42,2,West,Medium,Completed,2025-03-27
735,1425.0,P1834,Groceries,Oil,1288.89,1288.89,6444.45,5,East,High,Completed,2025-10-19
736,1375.0,P5764,Groceries,Eggs,4258.22,4258.22,42582.2,10,North,Medium,Processing,2025-11-02
737,1464.0,P8993,Groceries,Oil,2996.09,2996.09,29960.9,10,South,Low,Completed,2025-12-14
738,1033.0,P7834,Sports,Football,2167.82,2167.82,13006.92,6,West,High,Processing,2025-10-11
739,1083.0,P4149,Sports,Tennis Racket,2296.79,2296.79,16077.53,7,West,Medium,Processing,2025-01-11
740,1437.0,P8675,Furniture,Wardrobe,1176.54,1176.54,7059.24,6,South,Medium,Processing,2025-11-05
741,1107.0,P2412,Groceries,Bread,4000.27,4000.27,12000.81,3,West,High,Pending,2025-11-15
742,1483.0,P5975,Furniture,Table,3068.17,3068.17,6136.34,2,South,High,Completed,2025-08-01
743,1082.0,P9248,Electronics,Tablet,4416.44,4416.44,26498.64,6,North,High,Cancelled,2025-12-13
744,1115.0,P6575,Groceries,Rice,3126.06,3126.06,6252.12,2,East,High,Cancelled,2025-10-15
745,1026.0,P8173,Furniture,Wardrobe,3061.02,3061.02,6122.04,2,West,High,Completed,2025-12-28
746,1022.0,P3736,Sports,Dumbbells,3932.57,3932.57,7865.14,2,North,High,Cancelled,2025-10-15
747,1376.0,P3527,Furniture,Sofa,3570.0,3570.0,32130.0,9,East,Medium,Pending,2025-09-13
748,1126.0,P8760,Electronics,Smartphone,2251.63,2251.63,15761.41,7,East,Medium,Pending,2025-01-04
749,1323.0,P3483,Electronics,Tablet,1924.94,1924.94,13474.58,7,West,High,Pending,2025-07-04
750,1407.0,P1487,Groceries,Eggs,4598.3,4598.3,36786.4,8,West,High,Completed,2025-09-22
751,1396.0,P2007,Sports,Football,515.41,515.41,3092.46,6,West,High,Pending,2025-07-25
752,1215.0,P5986,Sports,Football,4890.89,4890.89,44018.01,9,East,Medium,Completed,2025-06-01
753,1207.0,P4360,Clothing,Hoodie,3090.97,3090.97,9272.91,3,West,Low,Cancelled,2025-12-25
754,1276.0,P3064,Groceries,Milk,4416.78,4416.78,8833.56,2,East,High,Completed,2025-01-19
755,,P9846,Sports,Dumbbells,1630.04,1630.04,9780.24,6,East,High,Cancelled,2025-11-22
756,1133.0,P6807,Groceries,Oil,641.17,641.17,641.17,1,North,High,Completed,2025-07-10
757,1174.0,P9737,Groceries,Bread,2904.93,2904.93,2904.93,1,South,Medium,Cancelled,2025-08-21
758,1378.0,P6371,Clothing,Hoodie,3394.93,3394.93,23764.51,7,South,Medium,Processing,2025-09-24
759,1048.0,P3130,Electronics,Smartphone,3587.04,3587.04,25109.28,7,West,High,Processing,2025-02-11
