order_item_id,order_id,product_id,quantity,unit_price,line_total
1938,646,105,4,16.05,64.2
1939,646,51,1,546.45,546.45
1940,646,92,4,634.57,2538.28
1941,646,96,1,732.78,732.78
1942,647,94,4,138.47,553.88
1943,648,58,3,29.56,88.68
1944,648,101,3,123.59,370.77
1945,648,7,2,247.03,494.06
1946,649,109,1,677.52,677.52
1947,649,64,2,272.13,544.26
1948,650,82,2,348.27,696.54
1949,650,24,4,192.66,770.64
1950,650,97,4,665.98,2663.92
1951,650,49,2,307.38,614.76
1952,651,38,4,757.5,3030.0
1953,651,97,1,665.98,665.98
1954,651,72,1,590.71,590.71
1955,651,69,4,655.25,2621.0
1956,651,23,2,740.38,1480.76
1958,652,73,4,337.65,1350.6
1959,652,11,2,216.7,433.4
1962,654,73,4,337.65,1350.6
1963,654,25,4,350.4,1401.6
1964,654,53,3,283.45,850.35
1965,654,24,3,192.66,577.98
1966,654,109,3,677.52,2032.56
1967,655,111,2,771.64,1543.28
1968,655,106,2,469.58,939.16
1969,655,90,4,379.84,1519.36
1975,657,9,3,94.61,283.83
1977,657,36,2,421.22,842.44
1978,658,30,4,145.6,582.4
1979,658,73,3,337.65,1012.95
1980,658,103,1,552.16,552.16
1981,659,94,2,138.47,276.94
1982,659,25,2,350.4,700.8
1983,660,52,4,684.74,2738.96
1984,661,46,4,241.39,965.56
1985,661,23,4,740.38,2961.52
1986,661,91,3,707.35,2122.05
1987,662,33,1,91.79,91.79
1988,662,3,1,404.17,404.17
1990,662,78,3,443.16,1329.48
1991,662,8,3,728.74,2186.22
1992,663,13,2,162.11,324.22
1993,663,112,2,366.07,732.14
1994,663,88,2,378.0,756.0
1995,664,104,3,828.75,2486.25
1996,665,64,2,272.13,544.26
1997,666,101,1,123.59,123.59
1998,666,58,3,29.56,88.68
1999,666,15,4,58.29,233.16
2000,666,86,4,333.09,1332.36
2001,667,13,3,162.11,486.33
2002,667,109,4,677.52,2710.08
2003,667,67,2,650.54,1301.08
2004,667,12,2,853.06,1706.12
2005,667,85,2,209.42,418.84
2006,668,14,4,5.6,22.4
2007,668,42,3,291.17,873.51
2008,668,72,1,590.71,590.71
2009,668,62,1,806.45,806.45
2015,670,92,2,634.57,1269.14
2017,672,48,4,623.0,2492.0
2018,672,118,2,742.97,1485.94
2019,673,27,3,408.89,1226.67
2020,673,113,1,590.85,590.85
2021,673,84,4,896.53,3586.12
2022,674,6,2,704.8,1409.6
2023,674,90,2,379.84,759.68
2024,674,99,1,734.38,734.38
2025,674,58,4,29.56,118.24
2026,675,37,3,602.98,1808.94
2027,675,69,1,655.25,655.25
2028,675,110,2,365.92,731.84
2029,675,73,4,337.65,1350.6
2031,677,95,1,581.67,581.67
2032,677,19,2,600.64,1201.28
2033,677,57,3,313.09,939.27
2034,677,77,1,285.5,285.5
2035,678,116,1,633.37,633.37
2036,678,83,2,413.04,826.08
2037,679,4,2,373.72,747.44
2038,679,112,3,366.07,1098.21
2039,679,57,2,313.09,626.18
2040,679,9,3,94.61,283.83
2042,680,120,1,8.87,8.87
2043,681,110,2,365.92,731.84
2044,682,120,3,8.87,26.61
2045,682,74,4,427.63,1710.52
2046,682,83,2,413.04,826.08
2047,682,50,3,125.27,375.81
2048,683,19,2,600.64,1201.28
2049,683,37,4,602.98,2411.92
2050,684,59,4,584.4,2337.6
2051,685,52,4,684.74,2738.96
2052,685,54,4,177.51,710.04
2053,686,27,2,408.89,817.78
2055,686,28,4,71.4,285.6
2056,686,92,3,634.57,1903.71
2057,686,25,2,350.4,700.8
2058,687,53,2,283.45,566.9
2059,687,7,4,247.03,988.12
2060,687,26,4,319.34,1277.36
2061,687,28,2,71.4,142.8
2062,687,44,2,105.69,211.38
2064,688,53,2,283.45,566.9
2065,689,101,1,123.59,123.59
2066,690,26,2,319.34,638.68
2067,690,96,1,732.78,732.78
2074,692,61,1,549.46,549.46
2075,692,49,3,307.38,922.14
2076,692,62,2,806.45,1612.9
2077,692,22,1,130.87,130.87
2078,693,9,3,94.61,283.83
2079,693,23,2,740.38,1480.76
2080,693,18,2,160.9,321.8
2081,694,3,4,404.17,1616.68
2082,694,80,3,803.34,2410.02
2083,694,115,2,107.04,214.08
2084,694,76,1,133.18,133.18
2085,695,44,4,105.69,422.76
2086,695,6,3,704.8,2114.4
2087,695,35,2,170.46,340.92
2088,695,96,1,732.78,732.78
2089,696,89,3,627.19,1881.57
2090,697,91,3,707.35,2122.05
2091,697,44,4,105.69,422.76
2092,697,17,1,275.07,275.07
2093,697,45,1,508.59,508.59
2094,698,104,1,828.75,828.75
2095,698,98,2,299.14,598.28
2097,700,81,1,565.87,565.87
2098,700,112,1,366.07,366.07
2099,700,43,2,771.67,1543.34
2100,700,101,1,123.59,123.59
2101,701,7,1,247.03,247.03
2102,701,92,2,634.57,1269.14
2103,702,94,1,138.47,138.47
2104,702,87,1,536.55,536.55
2105,702,76,2,133.18,266.36
2106,703,25,2,350.4,700.8
2107,704,77,3,285.5,856.5
2108,704,53,3,283.45,850.35
2109,704,65,2,238.72,477.44
2110,705,9,4,94.61,378.44
2111,706,2,3,347.53,1042.59
2112,706,96,3,732.78,2198.34
2113,706,87,1,536.55,536.55
2114,706,12,3,853.06,2559.18
2115,707,70,2,761.64,1523.28
2116,707,96,1,732.78,732.78
2117,707,25,4,350.4,1401.6
2119,708,19,2,600.64,1201.28
2120,708,95,4,581.67,2326.68
2121,708,97,2,665.98,1331.96
2122,709,13,4,162.11,648.44
2123,709,3,3,404.17,1212.51
2124,710,36,4,421.22,1684.88
2125,710,30,2,145.6,291.2
2126,710,25,1,350.4,350.4
2128,710,78,4,443.16,1772.64
2129,711,40,2,854.57,1709.14
2135,713,90,2,379.84,759.68
2136,713,25,2,350.4,700.8
2137,713,116,2,633.37,1266.74
2138,714,50,2,125.27,250.54
2139,715,9,2,94.61,189.22
2140,715,58,3,29.56,88.68
2141,715,50,3,125.27,375.81
2142,716,62,3,806.45,2419.35
2143,716,72,3,590.71,1772.13
2144,716,19,2,600.64,1201.28
2145,716,101,2,123.59,247.18
2146,716,35,1,170.46,170.46
2147,717,102,4,820.54,3282.16
2148,717,49,1,307.38,307.38
2149,718,11,2,216.7,433.4
2150,718,48,4,623.0,2492.0
2151,718,60,4,429.31,1717.24
2152,718,100,1,622.45,622.45
2153,719,3,3,404.17,1212.51
2154,719,16,3,864.69,2594.07
2155,719,7,4,247.03,988.12
2156,720,83,3,413.04,1239.12
2157,721,64,1,272.13,272.13
2158,721,9,1,94.61,94.61
2159,722,11,1,216.7,216.7
2160,722,53,1,283.45,283.45
2161,722,44,4,105.69,422.76
2162,723,30,1,145.6,145.6
2163,723,31,2,271.16,542.32
2164,723,8,1,728.74,728.74
2165,724,3,4,404.17,1616.68
2166,724,66,4,810.21,3240.84
2167,724,98,1,299.14,299.14
2168,724,38,1,757.5,757.5
2169,725,66,2,810.21,1620.42
2170,725,116,2,633.37,1266.74
2171,725,107,3,314.44,943.32
2172,726,43,3,771.67,2315.01
2173,726,26,3,319.34,958.02
2174,726,42,4,291.17,1164.68
2175,727,103,2,552.16,1104.32
2176,727,14,3,5.6,16.8
2177,727,96,2,732.78,1465.56
2178,727,120,3,8.87,26.61
2180,728,66,3,810.21,2430.63
2181,728,4,4,373.72,1494.88
2182,729,37,1,602.98,602.98
2183,729,102,1,820.54,820.54
2184,729,86,1,333.09,333.09
2185,729,110,3,365.92,1097.76
2187,730,95,3,581.67,1745.01
2188,730,113,1,590.85,590.85
2189,730,48,1,623.0,623.0
2190,730,10,3,520.23,1560.69
2191,731,113,4,590.85,2363.4
2192,732,35,1,170.46,170.46
2193,732,3,2,404.17,808.34
2194,732,90,4,379.84,1519.36
2195,732,73,1,337.65,337.65
2196,732,62,4,806.45,3225.8
2197,733,99,3,734.38,2203.14
2198,734,31,4,271.16,1084.64
2199,734,89,1,627.19,627.19
2200,735,37,3,602.98,1808.94
2202,736,71,4,119.5,478.0
2203,736,70,4,761.64,3046.56
2204,737,87,4,536.55,2146.2
2205,737,70,3,761.64,2284.92
2206,737,53,3,283.45,850.35
2207,737,47,4,365.65,1462.6
2208,738,77,2,285.5,571.0
2209,738,44,2,105.69,211.38
2210,739,65,1,238.72,238.72
2214,741,107,2,314.44,628.88
2215,741,89,1,627.19,627.19
2216,742,70,1,761.64,761.64
2217,742,82,2,348.27,696.54
2218,743,9,3,94.61,283.83
2219,744,39,3,431.24,1293.72
2220,744,44,4,105.69,422.76
2221,744,50,1,125.27,125.27
2222,744,48,1,623.0,623.0
2223,744,27,3,408.89,1226.67
2224,745,89,3,627.19,1881.57
2225,745,76,4,133.18,532.72
2226,745,80,4,803.34,3213.36
2227,745,113,4,590.85,2363.4
2228,746,59,4,584.4,2337.6
2229,747,28,1,71.4,71.4
2231,747,53,4,283.45,1133.8
2232,747,13,2,162.11,324.22
2234,748,23,4,740.38,2961.52
2235,748,116,2,633.37,1266.74
2236,748,58,1,29.56,29.56
2237,748,38,4,757.5,3030.0
2238,749,29,4,536.65,2146.6
2239,749,44,4,105.69,422.76
2240,750,73,4,337.65,1350.6
2241,750,4,3,373.72,1121.16
2242,750,57,1,313.09,313.09
2243,750,64,1,272.13,272.13
2244,750,47,4,365.65,1462.6
2245,751,117,2,232.58,465.16
2246,751,119,2,696.06,1392.12
2247,752,34,2,280.97,561.94
2248,752,62,1,806.45,806.45
2249,752,9,2,94.61,189.22
2250,752,102,3,820.54,2461.62
2252,753,2,3,347.53,1042.59
2253,753,39,4,431.24,1724.96
2254,753,113,2,590.85,1181.7
2255,753,104,4,828.75,3315.0
2256,753,18,1,160.9,160.9
2257,754,19,1,600.64,600.64
2258,754,111,2,771.64,1543.28
2259,754,98,4,299.14,1196.56
2260,754,9,3,94.61,283.83
2261,754,62,3,806.45,2419.35
2262,755,51,2,546.45,1092.9
2263,755,58,2,29.56,59.12
2264,755,78,4,443.16,1772.64
2265,756,56,1,614.64,614.64
2266,757,51,3,546.45,1639.35
2267,757,36,3,421.22,1263.66
2268,757,60,4,429.31,1717.24
2269,758,44,1,105.69,105.69
2270,758,69,3,655.25,1965.75
2271,758,67,3,650.54,1951.62
2273,759,25,4,350.4,1401.6
2274,759,106,4,469.58,1878.32
2275,759,43,2,771.67,1543.34
2276,760,71,2,119.5,239.0
2277,760,42,3,291.17,873.51
2278,760,27,2,408.89,817.78
2279,760,103,3,552.16,1656.48
2280,760,60,4,429.31,1717.24
2281,761,19,1,600.64,600.64
2282,761,33,4,91.79,367.16
2284,762,106,2,469.58,939.16
2285,762,36,4,421.22,1684.88
2286,762,66,4,810.21,3240.84
2287,762,73,4,337.65,1350.6
2288,762,54,3,177.51,532.53
2289,763,71,3,119.5,358.5
2290,764,8,3,728.74,2186.22
2291,764,2,2,347.53,695.06
2292,764,15,3,58.29,174.87
2293,764,44,3,105.69,317.07
2294,764,80,2,803.34,1606.68
2295,765,27,2,408.89,817.78
2296,765,70,3,761.64,2284.92
2298,765,3,4,404.17,1616.68
2299,766,31,3,271.16,813.48
2300,767,53,4,283.45,1133.8
2301,768,113,4,590.85,2363.4
2302,768,87,3,536.55,1609.65
2303,769,19,4,600.64,2402.56
2304,769,91,4,707.35,2829.4
2305,769,10,3,520.23,1560.69
2306,770,4,2,373.72,747.44
2307,770,88,1,378.0,378.0
2308,770,120,1,8.87,8.87
2309,770,73,3,337.65,1012.95
2310,771,45,3,508.59,1525.77
2311,771,30,3,145.6,436.8
2312,771,35,2,170.46,340.92
2313,772,47,1,365.65,365.65
2314,772,7,2,247.03,494.06
2315,772,98,1,299.14,299.14
2316,772,30,3,145.6,436.8
2317,773,53,2,283.45,566.9
2318,773,40,2,854.57,1709.14
2319,774,115,2,107.04,214.08
2320,774,22,1,130.87,130.87
2321,774,31,1,271.16,271.16
2322,774,3,2,404.17,808.34
2324,775,101,3,123.59,370.77
2326,776,109,2,677.52,1355.04
2327,776,17,1,275.07,275.07
2328,776,31,2,271.16,542.32
2329,777,103,4,552.16,2208.64
2331,777,87,3,536.55,1609.65
2332,777,97,4,665.98,2663.92
2333,777,51,4,546.45,2185.8
2334,778,108,4,580.83,2323.32
2335,778,39,3,431.24,1293.72
2336,778,15,3,58.29,174.87
2337,779,111,2,771.64,1543.28
2338,779,76,3,133.18,399.54
2339,779,102,2,820.54,1641.08
2340,779,98,2,299.14,598.28
2341,780,60,4,429.31,1717.24
2342,780,17,2,275.07,550.14
2343,781,117,4,232.58,930.32
2344,781,50,3,125.27,375.81
2345,781,114,4,302.11,1208.44
2346,781,84,4,896.53,3586.12
2349,783,80,3,803.34,2410.02
2350,783,42,1,291.17,291.17
2351,783,37,4,602.98,2411.92
2352,784,43,3,771.67,2315.01
2353,784,85,2,209.42,418.84
2354,784,92,4,634.57,2538.28
2355,784,57,2,313.09,626.18
2356,785,103,4,552.16,2208.64
2357,785,106,3,469.58,1408.74
2360,786,15,3,58.29,174.87
2361,786,11,3,216.7,650.1
2362,786,86,3,333.09,999.27
2363,786,59,3,584.4,1753.2
2364,787,29,1,536.65,536.65
2365,787,105,3,16.05,48.15
2366,788,14,2,5.6,11.2
2367,788,106,2,469.58,939.16
2368,788,19,2,600.64,1201.28
2369,789,73,2,337.65,675.3
2370,789,43,4,771.67,3086.68
2371,789,39,1,431.24,431.24
2372,789,11,1,216.7,216.7
2376,791,44,3,105.69,317.07
2377,791,21,1,167.95,167.95
2378,792,120,2,8.87,17.74
2379,793,87,3,536.55,1609.65
2380,793,88,1,378.0,378.0
2381,793,118,3,742.97,2228.91
2382,794,102,4,820.54,3282.16
2383,794,22,4,130.87,523.48
2384,795,9,3,94.61,283.83
2385,795,60,1,429.31,429.31
2386,796,89,4,627.19,2508.76
2387,796,61,3,549.46,1648.38
2388,797,86,2,333.09,666.18
2389,797,42,2,291.17,582.34
2390,797,27,1,408.89,408.89
2391,798,99,3,734.38,2203.14
2392,798,43,4,771.67,3086.68
2393,798,89,1,627.19,627.19
2394,799,84,4,896.53,3586.12
2395,799,5,1,183.5,183.5
2396,799,47,3,365.65,1096.95
2397,799,21,4,167.95,671.8
2399,800,41,3,117.93,353.79
2400,800,118,4,742.97,2971.88
2401,800,97,3,665.98,1997.94
2403,801,24,3,192.66,577.98
2409,803,118,2,742.97,1485.94
2410,803,114,2,302.11,604.22
2411,803,78,3,443.16,1329.48
2412,803,74,1,427.63,427.63
2413,804,6,4,704.8,2819.2
2414,804,29,1,536.65,536.65
2415,805,3,3,404.17,1212.51
2416,805,65,1,238.72,238.72
2417,805,112,2,366.07,732.14
2418,805,94,3,138.47,415.41
2419,806,84,1,896.53,896.53
2420,806,26,2,319.34,638.68
2421,806,2,1,347.53,347.53
2422,806,88,3,378.0,1134.0
2423,806,55,3,826.63,2479.89
2424,807,98,3,299.14,897.42
2425,808,110,1,365.92,365.92
2426,809,44,4,105.69,422.76
2427,809,16,4,864.69,3458.76
2428,809,65,3,238.72,716.16
2429,809,99,3,734.38,2203.14
2430,810,117,1,232.58,232.58
2431,811,62,3,806.45,2419.35
2432,811,119,4,696.06,2784.24
2433,812,25,4,350.4,1401.6
2434,812,80,1,803.34,803.34
2435,813,83,1,413.04,413.04
2437,813,26,1,319.34,319.34
2438,814,111,2,771.64,1543.28
2439,814,60,1,429.31,429.31
2440,814,11,4,216.7,866.8
2442,815,40,1,854.57,854.57
2443,815,69,2,655.25,1310.5
2445,817,24,2,192.66,385.32
2446,817,92,1,634.57,634.57
2447,817,12,1,853.06,853.06
2449,819,112,3,366.07,1098.21
2450,819,89,4,627.19,2508.76
2451,819,70,1,761.64,761.64
2452,819,39,4,431.24,1724.96
2453,819,117,3,232.58,697.74
2454,820,115,4,107.04,428.16
2455,821,115,2,107.04,214.08
2456,821,102,1,820.54,820.54
2458,821,11,2,216.7,433.4
2459,821,43,2,771.67,1543.34
2460,822,64,2,272.13,544.26
2461,822,71,2,119.5,239.0
2462,823,53,2,283.45,566.9
2463,823,117,1,232.58,232.58
2464,823,75,3,53.38,160.14
2466,823,35,4,170.46,681.84
2467,824,16,1,864.69,864.69
2468,824,86,2,333.09,666.18
2470,824,17,2,275.07,550.14
2471,824,92,1,634.57,634.57
2472,825,44,2,105.69,211.38
2473,826,49,3,307.38,922.14
2474,826,85,2,209.42,418.84
2475,826,67,2,650.54,1301.08
2476,826,88,3,378.0,1134.0
2477,827,7,4,247.03,988.12
2478,827,33,1,91.79,91.79
2479,827,1,3,50.31,150.93
2480,827,56,1,614.64,614.64
2481,828,9,2,94.61,189.22
2482,828,76,3,133.18,399.54
2483,828,59,4,584.4,2337.6
2484,828,45,4,508.59,2034.36
2485,828,39,2,431.24,862.48
2486,829,83,3,413.04,1239.12
2487,829,120,1,8.87,8.87
2488,829,19,3,600.64,1801.92
2489,829,15,1,58.29,58.29
2490,829,35,1,170.46,170.46
2491,830,110,2,365.92,731.84
2493,830,74,1,427.63,427.63
2494,830,103,4,552.16,2208.64
2495,830,119,1,696.06,696.06
2496,831,76,4,133.18,532.72
2497,831,26,3,319.34,958.02
2498,831,81,4,565.87,2263.48
2499,832,69,4,655.25,2621.0
2500,832,43,1,771.67,771.67
2503,834,118,4,742.97,2971.88
2505,835,16,2,864.69,1729.38
2506,836,119,4,696.06,2784.24
2508,837,74,3,427.63,1282.89
2509,838,3,2,404.17,808.34
2510,838,86,1,333.09,333.09
2511,838,36,2,421.22,842.44
2512,838,25,2,350.4,700.8
2513,838,23,4,740.38,2961.52
2514,839,47,3,365.65,1096.95
2515,839,81,4,565.87,2263.48
2516,840,5,4,183.5,734.0
2517,840,69,2,655.25,1310.5
2518,840,23,2,740.38,1480.76
2519,841,114,3,302.11,906.33
2520,841,87,2,536.55,1073.1
2521,841,68,2,352.5,705.0
2522,841,116,4,633.37,2533.48
2523,841,120,4,8.87,35.48
2524,842,60,1,429.31,429.31
2525,842,119,2,696.06,1392.12
2526,842,12,2,853.06,1706.12
2527,842,112,1,366.07,366.07
2528,842,75,4,53.38,213.52
2529,843,103,2,552.16,1104.32
2530,843,17,1,275.07,275.07
2531,844,71,2,119.5,239.0
2532,844,18,4,160.9,643.6
2533,844,106,2,469.58,939.16
2534,845,55,1,826.63,826.63
2535,846,98,1,299.14,299.14
2536,847,42,2,291.17,582.34
2537,848,57,3,313.09,939.27
2538,849,49,3,307.38,922.14
2539,849,87,3,536.55,1609.65
2540,849,15,2,58.29,116.58
2543,851,4,2,373.72,747.44
2544,851,6,3,704.8,2114.4
2545,851,77,3,285.5,856.5
2546,852,66,3,810.21,2430.63
2547,852,30,3,145.6,436.8
2548,852,42,2,291.17,582.34
2549,853,31,4,271.16,1084.64
2550,853,53,1,283.45,283.45
2551,854,103,1,552.16,552.16
2552,854,7,3,247.03,741.09
2553,854,119,1,696.06,696.06
2554,855,71,4,119.5,478.0
2555,855,61,2,549.46,1098.92
2558,856,87,3,536.55,1609.65
2559,857,56,3,614.64,1843.92
2560,857,28,1,71.4,71.4
2561,857,14,3,5.6,16.8
2562,857,40,4,854.57,3418.28
2563,857,100,3,622.45,1867.35
2564,858,44,2,105.69,211.38
2565,858,70,1,761.64,761.64
2566,858,88,4,378.0,1512.0
2572,860,118,2,742.97,1485.94
2573,860,28,3,71.4,214.2
2574,861,104,1,828.75,828.75
2575,861,19,4,600.64,2402.56
2576,862,31,1,271.16,271.16
2577,862,76,2,133.18,266.36
2578,863,110,1,365.92,365.92
2579,863,5,4,183.5,734.0
2581,863,10,4,520.23,2080.92
2582,864,104,1,828.75,828.75
2583,865,119,3,696.06,2088.18
2584,865,2,4,347.53,1390.12
2586,865,89,4,627.19,2508.76
2587,865,49,2,307.38,614.76
2588,866,10,3,520.23,1560.69
2589,866,104,3,828.75,2486.25
2590,866,16,4,864.69,3458.76
2591,866,112,3,366.07,1098.21
2592,866,68,2,352.5,705.0
2593,867,19,3,600.64,1801.92
2594,867,10,1,520.23,520.23
2595,867,31,1,271.16,271.16
2596,867,58,3,29.56,88.68
2597,867,36,4,421.22,1684.88
2598,868,120,1,8.87,8.87
2599,868,51,1,546.45,546.45
2600,868,55,2,826.63,1653.26
2601,868,56,1,614.64,614.64
2606,870,24,4,192.66,770.64
2607,870,56,2,614.64,1229.28
2608,870,74,3,427.63,1282.89
2609,870,14,1,5.6,5.6
2611,871,95,1,581.67,581.67
2612,871,115,3,107.04,321.12
2613,871,68,1,352.5,352.5
2614,871,18,3,160.9,482.7
2615,871,53,1,283.45,283.45
2616,872,120,4,8.87,35.48
2617,872,3,2,404.17,808.34
2622,874,80,2,803.34,1606.68
2623,874,102,2,820.54,1641.08
2624,874,110,2,365.92,731.84
2625,874,25,4,350.4,1401.6
2626,874,23,1,740.38,740.38
2627,875,98,4,299.14,1196.56
2628,875,54,2,177.51,355.02
2629,875,115,2,107.04,214.08
2630,875,4,2,373.72,747.44
2631,876,18,1,160.9,160.9
2632,876,85,3,209.42,628.26
2633,876,115,3,107.04,321.12
2634,876,72,1,590.71,590.71
2635,876,97,4,665.98,2663.92
2636,877,87,1,536.55,536.55
2637,877,19,4,600.64,2402.56
2638,877,56,3,614.64,1843.92
2639,877,85,1,209.42,209.42
2641,878,74,1,427.63,427.63
2642,878,44,2,105.69,211.38
2643,878,119,4,696.06,2784.24
2644,879,110,1,365.92,365.92
2650,881,8,3,728.74,2186.22
2652,881,83,3,413.04,1239.12
2653,881,36,4,421.22,1684.88
2654,881,11,2,216.7,433.4
2655,882,29,3,536.65,1609.95
2656,882,82,4,348.27,1393.08
2657,882,36,3,421.22,1263.66
2658,883,86,3,333.09,999.27
2659,883,17,1,275.07,275.07
2660,883,77,4,285.5,1142.0
2661,883,18,4,160.9,643.6
2662,884,99,3,734.38,2203.14
2663,885,26,2,319.34,638.68
2664,885,59,2,584.4,1168.8
2665,886,14,1,5.6,5.6
2666,886,60,2,429.31,858.62
2667,886,70,2,761.64,1523.28
2668,886,119,1,696.06,696.06
2674,888,66,1,810.21,810.21
2675,888,6,3,704.8,2114.4
2676,888,105,2,16.05,32.1
2677,889,116,4,633.37,2533.48
2678,889,60,2,429.31,858.62
2679,890,69,2,655.25,1310.5
2680,890,106,4,469.58,1878.32
2681,890,24,3,192.66,577.98
2682,890,14,4,5.6,22.4
2683,890,81,4,565.87,2263.48
2684,891,109,2,677.52,1355.04
2685,892,64,4,272.13,1088.52
2686,893,31,2,271.16,542.32
2687,893,116,1,633.37,633.37
2688,893,52,1,684.74,684.74
2689,893,67,2,650.54,1301.08
2691,894,51,4,546.45,2185.8
2692,895,10,2,520.23,1040.46
2693,895,74,4,427.63,1710.52
2694,896,31,3,271.16,813.48
2695,896,56,1,614.64,614.64
2696,896,80,2,803.34,1606.68
2697,897,85,4,209.42,837.68
2698,897,108,3,580.83,1742.49
2699,898,66,1,810.21,810.21
2700,898,71,4,119.5,478.0
2701,898,81,4,565.87,2263.48
2702,898,9,1,94.61,94.61
2703,898,83,4,413.04,1652.16
2704,899,99,4,734.38,2937.52
2705,899,85,1,209.42,209.42
2706,899,24,1,192.66,192.66
2707,899,4,4,373.72,1494.88
2708,899,120,4,8.87,35.48
2709,900,108,2,580.83,1161.66
2710,900,107,2,314.44,628.88
2711,901,83,2,413.04,826.08
2712,901,24,3,192.66,577.98
2713,901,88,3,378.0,1134.0
2714,901,81,4,565.87,2263.48
2715,902,22,3,130.87,392.61
2716,903,120,4,8.87,35.48
2717,903,68,4,352.5,1410.0
2718,904,88,3,378.0,1134.0
2719,904,69,2,655.25,1310.5
2720,905,88,3,378.0,1134.0
2721,906,22,2,130.87,261.74
2722,906,74,2,427.63,855.26
2723,906,52,3,684.74,2054.22
2724,906,76,1,133.18,133.18
2725,907,50,3,125.27,375.81
2726,907,109,3,677.52,2032.56
2727,907,72,3,590.71,1772.13
2733,909,106,1,469.58,469.58
2734,909,42,2,291.17,582.34
2735,909,26,2,319.34,638.68
2740,911,90,4,379.84,1519.36
2741,912,17,3,275.07,825.21
2742,912,31,2,271.16,542.32
2743,912,109,4,677.52,2710.08
2744,913,57,2,313.09,626.18
2745,913,36,3,421.22,1263.66
2746,913,39,3,431.24,1293.72
2747,913,111,3,771.64,2314.92
2748,913,22,4,130.87,523.48
2749,914,117,4,232.58,930.32
2750,914,16,1,864.69,864.69
2751,914,11,1,216.7,216.7
2752,914,104,1,828.75,828.75
2753,914,89,3,627.19,1881.57
2754,915,103,3,552.16,1656.48
2755,916,82,2,348.27,696.54
2756,916,55,3,826.63,2479.89
2757,917,19,2,600.64,1201.28
2758,917,64,4,272.13,1088.52
2759,917,109,3,677.52,2032.56
2760,917,89,2,627.19,1254.38
2761,918,37,2,602.98,1205.96
2762,918,27,2,408.89,817.78
2763,918,9,1,94.61,94.61
2764,919,81,3,565.87,1697.61
2765,920,34,4,280.97,1123.88
2767,920,21,1,167.95,167.95
2768,920,27,2,408.89,817.78
2769,921,72,4,590.71,2362.84
2770,921,81,2,565.87,1131.74
2771,921,35,1,170.46,170.46
2772,922,94,4,138.47,553.88
2773,922,14,2,5.6,11.2
2774,923,26,2,319.34,638.68
2775,923,57,2,313.09,626.18
2776,924,117,2,232.58,465.16
2778,924,28,1,71.4,71.4
2779,924,95,2,581.67,1163.34
2780,924,53,2,283.45,566.9
2781,925,110,3,365.92,1097.76
2782,925,115,1,107.04,107.04
2783,925,70,4,761.64,3046.56
2784,925,27,4,408.89,1635.56
2785,925,41,4,117.93,471.72
2789,926,15,2,58.29,116.58
2791,927,91,2,707.35,1414.7
2792,928,71,2,119.5,239.0
2793,929,67,4,650.54,2602.16
2794,929,65,2,238.72,477.44
2795,929,111,3,771.64,2314.92
2796,929,73,3,337.65,1012.95
2797,930,26,1,319.34,319.34
2798,931,42,2,291.17,582.34
2799,931,15,1,58.29,58.29
2800,931,59,2,584.4,1168.8
2801,931,9,2,94.61,189.22
2802,931,45,3,508.59,1525.77
2803,932,25,1,350.4,350.4
2804,932,8,4,728.74,2914.96
2806,932,106,1,469.58,469.58
2807,932,26,1,319.34,319.34
2808,933,53,2,283.45,566.9
2809,933,60,1,429.31,429.31
2810,933,97,4,665.98,2663.92
2811,933,85,2,209.42,418.84
2812,934,98,2,299.14,598.28
2813,934,57,2,313.09,626.18
2814,934,120,3,8.87,26.61
2816,934,26,3,319.34,958.02
2819,936,77,2,285.5,571.0
2820,937,104,1,828.75,828.75
2821,938,106,2,469.58,939.16
2822,938,3,1,404.17,404.17
2823,938,100,2,622.45,1244.9
2824,938,13,3,162.11,486.33
2825,939,34,1,280.97,280.97
2826,940,16,4,864.69,3458.76
2827,940,47,4,365.65,1462.6
2829,940,21,1,167.95,167.95
2830,941,30,1,145.6,145.6
2831,941,17,3,275.07,825.21
2832,941,111,2,771.64,1543.28
2833,941,37,1,602.98,602.98
2834,942,47,4,365.65,1462.6
2835,942,117,3,232.58,697.74
2836,942,116,3,633.37,1900.11
2837,942,52,3,684.74,2054.22
2838,942,64,4,272.13,1088.52
2839,943,60,1,429.31,429.31
2840,943,56,1,614.64,614.64
2841,943,1,1,50.31,50.31
2842,944,36,2,421.22,842.44
2843,944,98,1,299.14,299.14
2844,944,12,1,853.06,853.06
2846,945,11,4,216.7,866.8
2847,945,26,2,319.34,638.68
2848,945,66,2,810.21,1620.42
2849,945,6,1,704.8,704.8
2850,946,103,2,552.16,1104.32
2851,946,52,2,684.74,1369.48
2852,947,58,4,29.56,118.24
2853,947,55,4,826.63,3306.52
2854,947,91,1,707.35,707.35
2855,948,119,4,696.06,2784.24
2856,948,33,2,91.79,183.58
2857,948,108,1,580.83,580.83
2858,948,56,2,614.64,1229.28
2863,950,9,3,94.61,283.83
2864,950,106,3,469.58,1408.74
2865,950,92,1,634.57,634.57
2866,950,73,2,337.65,675.3
2867,950,97,1,665.98,665.98
2868,951,68,1,352.5,352.5
2869,951,64,4,272.13,1088.52
2870,951,82,4,348.27,1393.08
2871,951,29,3,536.65,1609.95
2872,951,83,4,413.04,1652.16
